                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8593,                 1.9375,                 1.3291,                0.96893,                0.67302,                0.88547,                0.53473,                 1.2344,                 2.0977,                 1.0908,             0.00054988,             0.00054988,             0.00054988
